Date,Price,Open,High,Low,Vol.,Change %
11/04/2021,1193.17,1188.68,1195.34,1188.21,8.39K,0.38%
11/03/2021,1188.68,1184.64,1189.05,1181.1,7.28K,0.24%
11/02/2021,1185.8,1178.89,1186.68,1178.89,11.09K,0.43%
10/29/2021,1180.67,1186.75,1187.09,1180.48,12.78K,-0.50%
10/28/2021,1186.55,1186.37,1189.87,1185.25,3.81K,0.15%
10/27/2021,1184.8,1181.36,1191.75,1177.45,11.24K,0.48%
10/26/2021,1179.11,1173.83,1180.11,1171.1,12.08K,-0.04%
10/25/2021,1179.61,1191.97,1192.51,1179.61,9.40K,-1.00%
10/22/2021,1191.57,1181.05,1191.57,1175.5,12.01K,0.80%
10/21/2021,1182.08,1184.3,1186.8,1182.08,6.04K,-0.34%
10/20/2021,1186.07,1182.12,1187.16,1181.18,2.95K,0.05%
10/19/2021,1185.44,1179.91,1190.31,1177.97,6.31K,0.53%
10/18/2021,1179.16,1177.57,1180.95,1175.95,15.75K,0.32%
10/15/2021,1175.39,1175.98,1178.95,1174.33,12.06K,0.38%
10/14/2021,1170.93,1168.97,1174.87,1167.33,19.99K,0.51%
10/13/2021,1164.98,1162.12,1168.12,1158.66,4.97K,0.67%
10/12/2021,1157.18,1152.84,1160.36,1152.84,10.05K,-0.15%
10/11/2021,1158.88,1166.71,1168.27,1156.42,8.94K,-0.50%
10/08/2021,1164.69,1166.68,1167.7,1160.63,10.21K,0.03%
10/07/2021,1164.37,1162.71,1167.91,1160.68,6.41K,0.21%
10/06/2021,1161.95,1167.01,1170.14,1154.55,18.00K,-0.24%
10/05/2021,1164.79,1166.86,1171.37,1163,10.14K,-0.22%
10/04/2021,1167.41,1164.76,1170.37,1160.3,17.67K,0.10%
10/01/2021,1166.29,1165.66,1173.42,1164.35,15.54K,-0.45%
09/30/2021,1171.59,1171.83,1176.95,1168.27,4.95K,-0.05%
09/29/2021,1172.17,1167.26,1175.1,1156.14,12.81K,0.53%
09/28/2021,1165.97,1170.36,1172.95,1165.97,6.13K,-0.15%
09/27/2021,1167.76,1171.02,1172.33,1163.16,5.60K,-0.29%
09/24/2021,1171.2,1172.7,1179.16,1171.2,9.49K,0.65%
09/23/2021,1163.61,1159.56,1165.08,1156.43,9.85K,0.84%
09/22/2021,1153.95,1151.8,1157.82,1151.17,9.45K,0.08%
09/21/2021,1153.02,1141.22,1155.53,1141.22,11.92K,1.38%
09/20/2021,1137.37,1162.32,1162.71,1135.93,35.91K,-2.63%
09/17/2021,1168.15,1169.08,1171.06,1167.44,9.69K,-0.10%
09/16/2021,1169.31,1170.43,1175.57,1167.73,25.95K,-0.30%
09/15/2021,1172.78,1172.93,1178.89,1168.95,7.82K,-0.26%
09/14/2021,1175.85,1182.31,1183.11,1171.93,9.06K,-0.24%
09/13/2021,1178.66,1169.03,1180.26,1169.03,20.45K,0.20%
09/10/2021,1176.35,1169.07,1176.79,1165.91,10.69K,0.13%
09/09/2021,1174.82,1192.21,1192.21,1166.53,18.35K,-1.06%
09/08/2021,1187.44,1201.17,1201.17,1185.38,15.76K,-0.92%
09/07/2021,1198.47,1205.41,1205.41,1196.15,6.94K,-0.06%
09/06/2021,1199.18,1204.67,1204.67,1196.34,8.61K,-0.30%
09/03/2021,1202.75,1193.86,1204.35,1193.86,20.87K,1.00%
09/02/2021,1190.83,1187.71,1200.66,1187.71,11.52K,-0.36%
09/01/2021,1195.09,1193.89,1199.07,1192.33,10.88K,-0.17%
08/31/2021,1197.16,1205.47,1209.01,1197.16,18.28K,-0.14%
08/30/2021,1198.89,1196.84,1202.54,1194.65,9.82K,0.36%
08/27/2021,1194.54,1195.46,1199.84,1194.54,6.73K,-0.14%
08/26/2021,1196.16,1197.04,1202.62,1189.47,9.58K,-0.40%
08/25/2021,1200.97,1199.18,1202.92,1195.92,15.15K,0.14%
08/24/2021,1199.24,1196.91,1199.77,1193.07,15.98K,-0.20%
08/23/2021,1201.67,1203.45,1203.45,1191.67,14.14K,-0.22%
08/20/2021,1204.29,1199.17,1206.75,1199.17,12.43K,0.02%
08/19/2021,1203.99,1212.11,1217.88,1200.32,27.08K,-0.63%
08/18/2021,1211.62,1197.96,1216.19,1197.84,26.61K,1.62%
08/17/2021,1192.28,1193.82,1195.83,1190.67,4.80K,-0.27%
08/16/2021,1195.51,1189.81,1196.18,1188.68,7.71K,0.45%
08/13/2021,1190.14,1189.24,1191.01,1185.51,16.95K,0.09%
08/12/2021,1189.03,1183.38,1190.56,1183.21,9.35K,0.53%
08/11/2021,1182.72,1180.11,1185.33,1180.11,5.02K,0.33%
08/10/2021,1178.83,1186.51,1186.51,1177.33,8.03K,-0.09%
08/09/2021,1179.87,1176.97,1187.34,1176.97,13.41K,0.19%
08/06/2021,1177.61,1169.85,1179.86,1167.58,4.80K,0.42%
08/05/2021,1172.7,1173.11,1185.3,1168.73,7.39K,-0.01%
08/04/2021,1172.85,1181.25,1184.01,1166.08,24.33K,-0.88%
08/03/2021,1183.26,1183.11,1186.86,1181.19,6.80K,-0.21%
08/02/2021,1185.72,1170.44,1185.72,1166.52,40.91K,1.52%
07/30/2021,1168,1163.24,1168,1154.88,11.17K,0.43%
07/29/2021,1163,1152.51,1164.05,1150.49,17.00K,1.08%
07/28/2021,1150.57,1144.24,1153.78,1142.04,15.41K,0.85%
07/27/2021,1140.89,1142.05,1142.8,1138.71,7.02K,-0.08%
07/26/2021,1141.8,1141.76,1144.04,1139.4,5.93K,-0.08%
07/23/2021,1142.67,1135.68,1144.96,1132.47,12.74K,0.81%
07/22/2021,1133.5,1132.81,1137.62,1132.1,7.09K,0.12%
07/21/2021,1132.15,1128.1,1133.75,1128.1,8.31K,0.13%
07/20/2021,1130.72,1129.94,1130.72,1118.32,15.70K,-1.38%
07/19/2021,1146.54,1158.44,1162.58,1146.19,15.77K,-0.88%
07/16/2021,1156.74,1155.95,1161.87,1155.13,3.86K,0.16%
07/15/2021,1154.92,1152.38,1159.76,1150.89,7.46K,0.61%
07/14/2021,1147.95,1144.89,1151.16,1142.34,6.20K,-0.09%
07/13/2021,1149.04,1133.8,1149.04,1133.8,7.11K,1.37%
07/12/2021,1133.5,1132.56,1133.5,1129.5,3.92K,-0.10%
07/09/2021,1134.65,1132.43,1134.65,1122.82,4.76K,0.43%
07/08/2021,1129.82,1135.59,1135.59,1129.24,12.99K,-0.40%
07/07/2021,1134.37,1130.09,1136.29,1129.42,10.54K,0.38%
07/06/2021,1130.09,1130.22,1130.89,1128.1,3.96K,-0.01%
07/05/2021,1130.22,1128.96,1130.85,1124.29,4.57K,-0.01%
07/02/2021,1130.36,1129.74,1132.64,1125.39,14.30K,0.56%
07/01/2021,1124.1,1125.68,1128.82,1122.71,7.41K,-0.20%
06/30/2021,1126.37,1132.49,1135.7,1126.37,5.68K,-0.14%
06/29/2021,1127.94,1136.6,1136.6,1127.94,19.44K,-0.69%
06/28/2021,1135.79,1137.05,1137.05,1133.98,5.61K,-0.11%
06/24/2021,1137,1140.21,1142.79,1137,11.78K,0.44%
06/23/2021,1132.05,1122.95,1136.01,1122.95,9.52K,0.06%
06/22/2021,1131.36,1138.87,1139.01,1131.36,24.45K,-0.66%
06/21/2021,1138.83,1143.75,1143.75,1137.94,20.72K,-0.56%
06/18/2021,1145.22,1148.06,1148.73,1140.67,9.53K,-0.02%
06/17/2021,1145.47,1148.06,1150.62,1144.57,12.20K,-0.34%
06/16/2021,1149.41,1147.08,1152.76,1145.31,17.30K,0.32%
06/15/2021,1145.73,1143.79,1145.87,1140.32,10.90K,0.19%
06/14/2021,1143.56,1146.9,1148.73,1140.55,8.21K,0.15%
06/11/2021,1141.85,1133.74,1143.41,1131.19,11.34K,0.88%
06/10/2021,1131.91,1130.1,1138.48,1128.69,10.92K,0.47%
06/09/2021,1126.67,1132.37,1140.02,1126.05,26.21K,-0.79%
06/08/2021,1135.59,1143.59,1143.59,1127.53,18.44K,-0.69%
06/07/2021,1143.51,1145.73,1150.4,1139.72,12.49K,0.06%
06/04/2021,1142.83,1144.74,1147.26,1141.96,22.17K,-0.46%
06/03/2021,1148.15,1144.73,1148.43,1140.79,27.50K,0.32%
06/02/2021,1144.51,1143.03,1146.81,1138.56,14.13K,0.21%
06/01/2021,1142.08,1140.48,1146.14,1137.23,11.42K,-0.06%
05/31/2021,1142.74,1139.83,1148.67,1139.2,12.45K,-0.03%
05/28/2021,1143.1,1143.35,1145.76,1139.96,10.63K,0.28%
05/27/2021,1139.88,1144.54,1148.35,1139.06,21.66K,-0.27%
05/26/2021,1142.94,1136.56,1143.71,1136.56,18.23K,0.28%
05/25/2021,1139.73,1130.91,1142.28,1130.46,34.03K,0.74%
05/24/2021,1131.32,1109.24,1132.67,1109.24,11.36K,1.74%
05/21/2021,1112,1105.47,1112.38,1102.17,32.02K,0.72%
05/20/2021,1104.08,1094.94,1104.36,1094.94,25.69K,1.66%
05/19/2021,1086.01,1088.21,1089.99,1085.38,17.40K,-0.22%
05/18/2021,1088.44,1082.99,1088.44,1079.88,11.03K,0.42%
05/17/2021,1083.94,1076.24,1086.41,1076.24,14.03K,0.86%
05/14/2021,1074.68,1071.21,1075.86,1067.17,15.80K,0.32%
05/13/2021,1071.25,1077.33,1077.33,1069.72,10.15K,-0.43%
05/12/2021,1075.87,1061.95,1075.87,1060.36,15.05K,1.36%
05/11/2021,1061.41,1070.44,1072.14,1061.41,10.11K,-1.04%
05/10/2021,1072.56,1069.22,1072.88,1067.25,8.13K,0.44%
05/07/2021,1067.88,1069.05,1071.53,1066.41,4.50K,0.28%
05/06/2021,1064.86,1067.56,1069.12,1064.86,9.78K,-0.23%
05/05/2021,1067.32,1068.7,1068.77,1064.56,14.68K,-0.35%
05/04/2021,1071.03,1071.15,1078.05,1070.2,32.44K,0.11%
05/03/2021,1069.87,1065.42,1069.94,1064.4,6.93K,0.15%
04/30/2021,1068.28,1064.11,1068.9,1062.55,12.82K,0.46%
04/29/2021,1063.44,1058.57,1066.98,1056.71,10.97K,0.52%
04/28/2021,1057.91,1060.08,1062.18,1054.59,18.83K,-0.52%
04/26/2021,1063.41,1052.42,1063.41,1047.51,11.05K,1.08%
04/23/2021,1052.03,1050.3,1057.44,1050.3,14.36K,0.24%
04/22/2021,1049.47,1049.07,1052.26,1045.8,60.33K,-0.10%
04/21/2021,1050.55,1057.35,1057.35,1045.96,15.94K,-0.09%
04/20/2021,1051.49,1050.5,1055.18,1047.93,21.93K,0.17%
04/19/2021,1049.66,1044.22,1058.93,1041.54,22.01K,0.39%
04/16/2021,1045.54,1038.13,1045.54,1037.81,30.04K,0.96%
04/15/2021,1035.64,1032.82,1039,1030.97,33.61K,0.09%
04/14/2021,1034.68,1030.32,1034.68,1026.01,12.67K,0.46%
04/13/2021,1029.9,1020.72,1029.9,1020.72,25.62K,1.08%
04/12/2021,1018.9,1010.84,1021.68,1009.6,78.95K,0.51%
04/09/2021,1013.72,1008.97,1016.21,1008.1,35.27K,0.20%
04/08/2021,1011.71,1004.62,1013.41,1003.74,42.95K,0.58%
04/07/2021,1005.87,996.86,1005.87,996.79,44.07K,1.27%
04/06/2021,993.29,994.62,997.61,990.54,26.21K,-0.13%
04/01/2021,994.62,989.44,996.68,988.67,26.33K,0.08%
03/31/2021,993.8,988.2,993.8,987.74,21.76K,0.48%
03/30/2021,989.08,987.23,989.08,983.9,31.12K,0.53%
03/29/2021,983.89,983.55,986.31,979.58,19.13K,0.49%
03/26/2021,979.05,976.2,979.09,975.18,7.95K,0.16%
03/25/2021,977.51,980.59,983.19,975.04,14.27K,-0.52%
03/24/2021,982.63,983.63,987.36,981.84,17.64K,-0.33%
03/23/2021,985.84,991.77,991.77,984.89,20.49K,-0.40%
03/22/2021,989.81,987.74,989.81,986.42,14.24K,0.27%
03/19/2021,987.17,985.14,990.79,985.14,6.52K,-0.04%
03/18/2021,987.61,991.85,997.3,987.61,23.98K,-0.44%
03/17/2021,991.97,990.55,994.27,990.55,5.26K,0.14%
03/16/2021,990.63,995.09,997.99,990.49,12.49K,-0.36%
03/15/2021,994.19,988.94,998.13,988.6,25.43K,0.43%
03/12/2021,989.93,987.94,991.1,986.51,12.30K,0.25%
03/11/2021,987.46,984.91,989.27,983.77,7.95K,0.00%
03/10/2021,987.44,991,992.31,987.44,10.37K,-0.47%
03/09/2021,992.13,989.94,995.25,989.94,25.50K,0.19%
03/08/2021,990.23,990.17,991.95,985.76,46.64K,-0.05%
03/05/2021,990.73,981.96,991.2,981.47,52.03K,0.73%
03/04/2021,983.56,977.17,983.56,977.17,9.48K,0.64%
03/03/2021,977.32,971.59,979.19,971.59,31.77K,0.20%
03/02/2021,975.35,973.83,982.6,973.83,20.45K,-0.29%
03/01/2021,978.19,967.02,979.14,967.02,15.91K,1.44%
02/26/2021,964.29,968.03,970.47,964.29,9.35K,-0.50%
02/25/2021,969.17,965.65,971.13,964.96,15.81K,-0.20%
02/24/2021,971.16,956.44,971.78,954.62,10.69K,1.84%
02/23/2021,953.66,955.98,957.46,952.52,20.86K,0.01%
02/22/2021,953.52,951.02,957.24,948.67,33.76K,0.54%
02/19/2021,948.38,943.43,955.75,943.04,55.44K,0.32%
02/18/2021,945.37,941.83,945.56,941.83,11.84K,0.18%
02/17/2021,943.64,940.35,943.72,939.27,32.88K,0.93%
02/16/2021,934.92,933,940.47,932.1,28.23K,0.36%
02/15/2021,931.54,930.09,939.97,929.34,20.67K,0.08%
02/12/2021,930.8,931.82,936.09,928.8,59.84K,-0.39%
02/11/2021,934.4,940.62,940.62,933.05,48.67K,-0.70%
02/10/2021,941.03,939.38,943.09,937.97,21.99K,-0.26%
02/09/2021,943.49,945.34,945.44,941.47,15.74K,-0.29%
02/05/2021,946.25,948.3,948.41,944.62,14.08K,0.03%
02/04/2021,945.97,944.98,949.26,943.59,30.49K,0.06%
02/03/2021,945.42,939.12,946.36,939.12,15.48K,0.56%
02/02/2021,940.13,943.65,944.04,937.78,28.58K,0.07%
02/01/2021,939.47,940.01,943.89,937.87,16.42K,-0.25%
01/29/2021,941.87,943.93,943.93,937.6,19.81K,0.04%
01/28/2021,941.48,940.83,941.48,933.41,13.00K,0.31%
01/27/2021,938.58,940.92,942.49,935.57,18.08K,-0.32%
01/26/2021,941.61,936.37,941.61,935.45,17.75K,0.51%
01/25/2021,936.87,938.47,941.39,936.87,17.27K,-0.17%
01/22/2021,938.43,933.68,940.47,930.11,14.17K,0.56%
01/21/2021,933.23,941.49,943.64,932.84,16.26K,-0.99%
01/20/2021,942.54,948.57,948.57,942.54,11.10K,-0.57%
01/19/2021,947.92,949.25,953.12,945.44,68.65K,-0.34%
01/18/2021,951.13,952.79,954.93,948.54,9.13K,-0.17%
01/15/2021,952.73,956.26,956.26,952.73,13.63K,-0.24%
01/14/2021,955.06,950.97,956.74,950.97,7.41K,0.52%
01/13/2021,950.12,958.28,959.35,948.91,27.68K,-0.29%
01/12/2021,952.92,942.59,955.31,942.59,26.95K,0.91%
01/11/2021,944.32,942.6,948.11,937.31,49.79K,0.58%
01/08/2021,938.92,922.07,940.68,921.47,26.82K,2.07%
01/07/2021,919.9,909.43,921.07,909.41,17.62K,1.42%
01/06/2021,907,905.32,911.19,905.32,24.28K,-0.49%
01/05/2021,911.43,905.73,911.77,904.68,16.48K,0.61%
01/04/2021,905.86,902.13,907.03,896.74,12.34K,0.56%
12/30/2020,900.85,901.69,902.25,897.44,34.14K,-0.05%
12/29/2020,901.34,900.86,903.81,896.28,23.30K,0.15%
12/28/2020,900.03,890.29,901.99,890.29,36.95K,0.56%
12/23/2020,894.98,887.72,894.98,886.19,23.99K,0.91%
12/22/2020,886.9,880.95,892.13,880.47,11.67K,0.35%
12/21/2020,883.82,897.5,897.83,881.1,51.03K,-1.34%
12/18/2020,895.85,895.68,897.53,893.37,17.39K,-0.09%
12/17/2020,896.63,892.58,896.63,892.41,17.08K,0.71%
12/16/2020,890.28,888.62,898.11,888.62,45.87K,0.04%
12/15/2020,889.91,887.82,891.89,883.87,10.31K,-0.34%
12/14/2020,892.96,894.68,894.68,890.1,13.32K,-0.10%
12/11/2020,893.84,901.74,904.13,892.54,20.49K,-0.29%
12/10/2020,896.4,893.77,898.74,893.42,16.55K,0.27%
12/09/2020,893.98,890.53,897.88,890.53,10.42K,0.30%
12/08/2020,891.28,894.77,897.05,890.68,28.00K,-0.45%
12/07/2020,895.35,894.72,896.46,888.5,19.13K,0.23%
